,age,balance,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown,poutcome_other,poutcome_success,poutcome_unknown,actual,prob_0,prob_1,pred
32515,34,0,1,332,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.9417071147468973,0.05829288525310267,0
33084,50,4121,2,151,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9997616432795747,0.00023835672042531674,0
45210,37,2971,2,188,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.990009136154817,0.009990863845183018,0
41855,81,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.7876720412451959,0.21232795875480415,0
23241,42,765,8,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9508580053669191,0.04914199463308083,0
26915,53,0,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.9601516974902143,0.03984830250978569,0
38604,40,0,8,366,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.9848747634315733,0.015125236568426636,0
2909,42,2535,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.9987113692151487,0.0012886307848512712,0
7688,40,-105,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9770663197141437,0.022933680285856302,0
3816,26,65,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.9330297200220663,0.06697027997793369,0
27139,43,817,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0.9757966462269165,0.024203353773083483,0
14068,39,710,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9504342797019512,0.04956572029804883,0
4894,32,930,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.9817836975862435,0.01821630241375654,0
28972,26,212,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.7530235369214539,0.24697646307854612,0
10767,58,372,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9671971809161986,0.03280281908380139,0
42110,33,576,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.8222233350787094,0.17777666492129068,0
8177,37,580,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9835278441797938,0.01647215582020622,0
39974,44,332,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8864227230858652,0.11357727691413481,0
22245,33,557,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9233188492272081,0.07668115077279189,0
35192,33,-370,1,345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.7438092277867248,0.25619077221327524,0
29857,43,1187,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9730565608966499,0.02694343910335011,0
30737,47,917,3,212,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8733334774593169,0.12666652254068306,0
16795,43,169,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.9630462091324082,0.0369537908675918,0
11784,46,0,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9443146602440593,0.05568533975594065,0
29453,34,-142,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.954738645323818,0.04526135467618203,0
22470,36,331,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.907260320315909,0.09273967968409103,0
18149,40,251,6,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9611292275168757,0.03887077248312428,0
11455,56,6005,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9999986252791513,1.3747208487316118e-06,0
41948,29,2178,2,139,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.9646175059877156,0.0353824940122844,0
21927,32,20,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9236651281214638,0.07633487187853613,0
21052,30,4022,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9995640828905846,0.0004359171094153808,0
16709,45,-577,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0.8800640868608607,0.11993591313913937,0
32710,32,1415,1,345,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.9192248901539467,0.0807751098460533,0
16778,33,640,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8700185282381145,0.1299814717618855,0
32128,36,543,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9407679082407447,0.05923209175925526,0
11671,39,4899,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9999812649955565,1.873500444344698e-05,0
35041,27,3096,4,357,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.9780618656636757,0.021938134336324255,0
23347,55,120,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8223552299915529,0.1776447700084471,0
21382,52,1134,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9809784623932739,0.01902153760672614,0
5095,33,1390,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.9919777340920833,0.008022265907916689,0
40514,49,889,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0.9578559900700228,0.04214400992997724,0
6858,53,314,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9830640085451553,0.016935991454844722,0
23546,34,1,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.9298867460307884,0.07011325396921161,0
14218,31,916,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.9801289344815878,0.01987106551841221,0
15324,48,192,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.918130226467211,0.08186977353278906,0
8270,53,-711,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9316546536941066,0.06834534630589337,0
3358,60,5788,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9999972072772242,2.7927227758531927e-06,0
35976,32,95,4,337,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.975160290230569,0.024839709769430972,0
31556,50,414,1,302,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.8939576161364637,0.10604238386353627,0
9351,33,3704,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.99990346383727,9.653616273002704e-05,0
3218,48,1108,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9872763930089818,0.012723606991018157,0
10956,44,268,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9674080480012276,0.03259195199877244,0
36388,38,422,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9525666230423295,0.047433376957670484,0
9675,52,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9888251928478264,0.011174807152173566,0
36706,31,-475,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.8643763462205769,0.13562365377942306,0
23885,55,430,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.8913765179265734,0.10862348207342669,0
26710,49,5095,2,157,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.9998364223585942,0.0001635776414058973,0
41674,37,189,1,107,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.35017710140363567,0.6498228985963643,1
15558,44,4842,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9999012881066806,9.871189331945545e-05,0
2382,30,-208,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.9529263430888836,0.04707365691111643,0
21773,33,123,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8125327890003258,0.18746721099967428,0
44301,35,775,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.9638826222302036,0.036117377769796406,0
1006,40,-4,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.986487361769329,0.013512638230670934,0
45032,29,2806,1,93,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.9894086973102663,0.01059130268973371,0
4839,31,6982,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.9999993433061907,6.566938092860262e-07,0
1043,40,4,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0.9797202354728269,0.02027976452717307,0
27957,38,223,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8396238807207798,0.16037611927922024,0
16424,53,2156,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9960811956329809,0.003918804367019057,0
43651,32,473,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.9456094617311711,0.054390538268828885,0
10160,50,676,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.9683006104352134,0.03169938956478656,0
1502,35,538,9,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0.9930409600648691,0.006959039935130919,0
39612,49,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.8993652239228913,0.10063477607710872,0
40425,37,22856,1,388,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999994,6.080202405785878e-16,0
28525,27,6424,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.9999831695330118,1.683046698822234e-05,0
29656,36,1177,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0.993294418541672,0.006705581458328051,0
28618,38,211,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.9046943209164644,0.09530567908353554,0
1905,57,0,7,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9888291717335966,0.01117082826640341,0
9943,57,595,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.972759259950435,0.027240740049565004,0
10930,38,258,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9169363014570034,0.0830636985429966,0
19606,52,1515,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9833716747058561,0.01662832529414393,0
3228,40,4157,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9999503950239772,4.9604976022791635e-05,0
8905,33,248,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9763049809502928,0.023695019049707194,0
9028,48,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9421502112961971,0.05784978870380285,0
12032,43,0,12,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9799870661775744,0.020012933822425607,0
28347,59,2365,1,188,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.97860363541702,0.021396364582980016,0
38663,44,-234,3,347,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.950728479025519,0.04927152097448099,0
27129,47,2944,7,154,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9954536348443968,0.004546365155603205,0
1820,47,94,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9778130557028127,0.02218694429718728,0
30865,28,313,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0.8211637555967016,0.17883624440329837,0
13931,58,0,7,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.9468629060598859,0.0531370939401141,0
6103,38,5455,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.9999926712399284,7.328760071620246e-06,0
24155,47,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9740957021285374,0.025904297871462603,0
892,31,309,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0.9844392511884045,0.015560748811595557,0
32906,31,102,2,345,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.9500433594797677,0.049956640520232284,0
27281,49,10,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0.9448067007587472,0.055193299241252776,0
13948,30,1338,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.9942813640330735,0.00571863596692651,0
38167,39,49,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.9242454787687463,0.07575452123125366,0
36160,40,0,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.9124372031866778,0.0875627968133222,0
26580,32,983,2,133,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.9329220088921916,0.0670779911078084,0
13279,58,913,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0.9791285209623626,0.020871479037637464,0
10877,38,246,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9554098600375286,0.044590139962471395,0
42755,39,0,1,436,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9318908111307017,0.06810918886929827,0
19931,33,1264,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.9888221852692934,0.011177814730706517,0
26638,35,410,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9406502787772184,0.059349721222781586,0
6285,40,290,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.963303530660219,0.03669646933978096,0
11093,39,26,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.9748730587615538,0.025126941238446183,0
40035,25,362,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.7960694318665835,0.20393056813341642,0
97,60,81,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.9549243322434325,0.0450756677565675,0
8239,29,301,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.980145414479478,0.019854585520522043,0
21600,31,-446,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.8517875322117667,0.14821246778823324,0
40279,26,1595,1,105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9342780932752307,0.06572190672476934,0
7911,40,303,6,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9746463267455312,0.025353673254468797,0
23775,39,-17,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0.9361935479757296,0.06380645202427042,0
22093,31,0,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.883268846659122,0.11673115334087805,0
7417,58,5788,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9999943578306089,5.642169391100184e-06,0
18335,44,538,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8816974744252739,0.1183025255747261,0
18361,49,13818,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9999999999644856,3.551432294055307e-11,0
14200,31,-357,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0.8255334940651782,0.17446650593482185,0
8094,30,518,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.9671796514661308,0.0328203485338692,0
13052,33,99,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.8132680075229088,0.18673199247709116,0
34962,34,748,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.9739259861947286,0.02607401380527139,0
4750,38,124,13,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.980253233722167,0.01974676627783295,0
33397,33,10,1,322,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9164881465564656,0.08351185344353446,0
40803,22,1215,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8919128817135404,0.10808711828645959,0
38802,35,305,7,367,25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.9633337790473206,0.036666220952679365,0
22138,34,468,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8755142988761956,0.1244857011238044,0
29931,33,3,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8320519778645382,0.16794802213546176,0
743,57,807,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.9889339087515309,0.01106609124846911,0
24690,41,1286,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.9814640538125919,0.01853594618740808,0
25361,45,128,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.9334915818035265,0.0665084181964735,0
42957,58,7554,1,469,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9997587619965201,0.00024123800347981432,0
42304,63,3115,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.9987368970982812,0.0012631029017188139,0
33452,36,20,2,150,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.902930449594964,0.09706955040503593,0
16406,35,-550,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0.8841422531600258,0.11585774683997421,0
27617,36,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.9078649526073047,0.09213504739269528,0
31335,25,1259,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.9282556073495218,0.07174439265047812,0
36435,29,18254,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.9999999999999755,2.4500570269938418e-14,0
19140,57,286,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8866536988153315,0.11334630118466844,0
23698,34,621,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.8747988068704926,0.12520119312950737,0
20614,49,53,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9630665916541487,0.036933408345851376,0
12869,41,1529,6,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9908137976286664,0.009186202371333645,0
29216,35,6,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8300667798030013,0.16993322019699875,0
18690,35,0,9,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9545463845219724,0.04545361547802765,0
17684,38,1283,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9884821184454123,0.011517881554587672,0
43934,28,2725,1,504,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.8262828775515404,0.17371712244845958,0
34326,23,82,4,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.7448524028681249,0.25514759713187507,0
31520,46,-30,1,300,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.934660741146562,0.06533925885343804,0
26772,47,3533,1,100,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.9978674338181884,0.002132566181811547,0
9449,37,685,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.983751066263708,0.01624893373629199,0
34951,29,2203,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.9934165862386931,0.0065834137613068515,0
14537,60,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8951451928793064,0.10485480712069356,0
42759,73,279,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8066533697269704,0.1933466302730295,0
40267,56,-1206,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0.849776044480206,0.1502239555197939,0
23437,33,2637,17,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.999109323917378,0.0008906760826220567,0
29369,37,247,2,208,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8019269775832318,0.19807302241676816,0
9142,48,476,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9676101611262661,0.03238983887373393,0
40613,52,1228,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0.9876383371604913,0.012361662839508684,0
17403,35,-631,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.8358680339379907,0.1641319660620093,0
35554,36,197,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9283516635158706,0.0716483364841294,0
16094,26,-525,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0.8372781931795391,0.16272180682046086,0
27435,47,7708,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9999997102587304,2.897412696928582e-07,0
32774,36,-26,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9394398342488884,0.06056016575111155,0
3832,46,2499,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9993720930743448,0.0006279069256551866,0
